16		
56		
0	1	1100000
1	0	1100000
0	2	1600000
2	0	1600000
0	11	2800000
11	0	2800000
0	15	2800000
15	0	2800000
1	2	600000
2	1	600000
1	8	1000000
8	1	1000000
1	10	1000000
10	1	1000000
2	3	2000000
3	2	2000000
3	12	600000
12	3	600000
3	13	2400000
13	3	2400000
3	15	2400000
15	3	2400000
4	6	1100000
6	4	1100000
4	8	800000
8	4	800000
4	14	800000
14	4	800000
5	7	1200000
7	5	1200000
5	9	1200000
9	5	1200000
5	11	2000000
11	5	2000000
6	9	700000
9	6	700000
6	10	700000
10	6	700000
6	11	700000
11	6	700000
7	12	700000
12	7	700000
7	13	700000
13	7	700000
8	10	900000
10	8	900000
8	12	500000
12	8	500000
8	14	500000
14	8	500000
9	11	500000
11	9	500000
10	13	800000
13	10	800000
10	14	800000
14	10	800000


//
Number of Nodes
Number of Links
SourceNode  DestinationNode LinkLength (m)
