10
48
0	1	1100000
1	0	1100000
0	5	1600000
5	0	1600000
0	6	1600000
6	0	1600000
0	7	2800000
7	0	2800000
1	2	600000
2	1	600000
1	6	1000000
6	1	1000000
1	7	1000000
7	1	1000000
2	3	2000000
3	2	2000000
2	7	2000000
7	2	2000000
2	8	2000000
8	2	2000000
3	4	600000
4	3	600000
3	8	600000
8	3	600000
3	9	2400000
9	3	2400000
4	5	1100000
5	4	1100000
4	8	800000
8	4	800000
4	9	800000
9	4	800000
5	6	2000000
6	5	2000000
5	9	1200000
9	5	1200000
6	7	700000
7	6	700000
6	8	700000
8	6	700000
6	9	700000
9	6	700000
7	8	700000
8	7	700000
7	9	700000
9	7	700000
8	9	900000
9	8	900000


//
Number of Nodes
Number of Links
SourceNode  DestinationNode LinkLength (m)

